LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,One
Time_Pref,Absolute
Operator,anisinha
Date,2019/11/24
Time,11:57:10.0209913253784179688
***End_of_Header***,
,
Channels,2,,
Samples,1,1,
Date,2019/11/24,2019/11/24,
Time,11:57:10.0209913253784179688,11:57:10.0209913253784179688,
X_Dimension,Time,Time,
X0,0.0000000000000000E+0,0.0000000000000000E+0,
Delta_X,1.000000,1.000000,
***End_of_Header***,,,
X_Value,Untitled,Untitled 1,Comment
0.000000,0.992814,-1.056729
0.036978,0.992485,1.039835
0.068959,-1.014311,0.516680
0.101942,-1.014311,-0.685819
0.138921,-1.013983,-0.476689
0.173897,-1.013983,-0.403362
0.206878,-1.012996,-0.476031
0.238859,-1.013325,-0.490500
0.271840,-1.013325,-0.495103
0.303821,-1.013983,-0.502008
0.335802,-1.013325,-0.531931
0.367783,-1.013325,-0.546399
0.399765,-1.012339,-0.551003
0.431746,-1.014311,-0.557908
0.464726,-1.013654,-0.593092
0.496707,-1.013983,-0.597366
0.529688,-1.013325,-0.587173
0.562670,0.993143,-0.631564
0.595651,0.992485,0.519639
0.627634,0.993800,0.351941
0.659614,0.992814,0.260528
0.691594,0.994458,0.337801
0.723575,0.993143,0.356544
0.756574,0.993471,0.364436
0.790536,0.992814,0.391399
0.822517,0.992814,0.413101
0.855496,0.992156,0.410142
0.888479,0.994129,0.447628
0.920460,0.993800,0.448943
0.952439,0.992814,0.461438
0.985422,0.992814,0.488401
1.019398,0.993143,0.487415
1.054393,-1.012667,0.527202
1.087363,-1.013325,-0.580268
1.119344,-1.013325,-0.450712
1.152377,-1.013325,-0.371137
1.184313,-1.013654,-0.428024
1.216286,-1.014311,-0.443807
1.249269,-1.012667,-0.451041
1.281250,-1.013983,-0.477018
1.313233,-1.013654,-0.496418
1.345214,-1.014311,-0.507269
1.378235,-1.013325,-0.505296
1.410171,-1.013325,-0.540809
1.442153,-1.012667,-0.558237
1.474151,-1.013654,-0.560538
1.506116,-1.012667,-0.571718
1.539095,-1.012667,-0.598024
1.571092,0.993800,-0.606902
1.604057,0.993800,0.555481
1.636037,0.992814,0.366080
1.669036,0.993800,0.293410
1.701999,0.992814,0.345364
1.734981,0.993800,0.369697
1.766962,0.992814,0.386467
1.799943,0.992485,0.390741
1.831923,0.993471,0.406196
1.864900,0.992814,0.429214
1.897885,0.992485,0.448285
1.930863,0.992485,0.459136
1.962890,0.994129,0.483140
1.994827,0.992156,0.501554
2.027808,0.992814,0.515036
2.060790,-1.012996,0.525887
2.093770,-1.013983,-0.591119
2.125750,-1.014640,-0.442163
2.158765,-1.013654,-0.355025
2.191725,-1.013654,-0.405006
2.223693,-1.012667,-0.431969
2.256673,-1.013983,-0.448410
2.289652,-1.012996,-0.471757
2.322634,-1.012996,-0.480964
2.355614,-1.012339,-0.486883
2.387613,-1.013983,-0.523053
2.419578,-1.013325,-0.536863
2.453557,-1.012996,-0.535219
2.485546,-1.014311,-0.550674
2.518517,-1.013983,-0.569745
2.550504,0.992814,-0.583885
2.583532,0.992814,0.548905
2.615461,0.993143,0.397647
2.647480,0.993143,0.296370
2.680421,0.993143,0.373643
2.713423,0.992485,0.407511
2.746385,0.992814,0.396660
2.779402,0.993471,0.416390
2.812366,0.993471,0.436776
2.845326,0.993471,0.455848
2.878307,0.992485,0.469659
2.911304,0.992156,0.482811
2.943269,0.992485,0.486429
2.975262,0.993471,0.502870
3.008229,0.992814,0.525229
3.041211,0.994129,0.534436
3.073192,-1.013654,0.561071
3.105183,-1.014311,-0.544755
3.137155,-1.013983,-0.413555
3.170135,-1.012996,-0.336940
3.203125,-1.012996,-0.396128
3.236153,-1.012996,-0.419474
3.268077,-1.013654,-0.428352
3.300062,-1.013983,-0.436244
3.332041,-1.012667,-0.472414
3.365026,-1.013325,-0.485567
3.398000,-1.013325,-0.490828
3.430984,-1.012996,-0.500035
3.463997,-1.013325,-0.526670
3.496952,-1.012996,-0.541138
3.529923,-1.013325,-0.539823
3.562904,0.993471,-0.569745
3.594885,0.993143,0.577183
3.626882,0.994458,0.394359
3.660847,0.992814,0.311167
3.692827,0.993143,0.384823
3.724820,0.993471,0.405210
3.756792,0.992485,0.416718
3.789767,0.992485,0.449601
3.822761,0.993800,0.452560
3.854733,0.992156,0.471960
3.886765,0.993471,0.481496
3.919730,0.993143,0.497608
3.952710,0.994458,0.512734
3.984701,0.993143,0.521284
4.017678,0.993143,0.526545
4.049654,-1.013654,0.547918
4.082643,-1.013325,-0.563827
4.115615,-1.013325,-0.414871
4.147596,-1.014311,-0.339242
4.180576,-1.012996,-0.391853
4.213565,-1.014640,-0.426379
4.246538,-1.013654,-0.440519
4.278520,-1.013325,-0.449068
4.311499,-1.014640,-0.454987
4.343482,-1.012996,-0.482937
4.375462,-1.012996,-0.499378
4.407442,-1.013654,-0.512531
4.440432,-1.014311,-0.517792
4.473402,-1.013983,-0.543769
4.506383,-1.012667,-0.557250
4.539365,-1.012339,-0.562183
4.572344,0.994458,-0.576322
4.605323,0.992485,0.558769
4.638308,0.993143,0.388769
