0.000000,-83.275519,-82.919154
0.006013,-83.165868,-82.124186
0.008994,-83.220693,-82.507963
0.011992,-83.193280,-81.795233
0.014988,-83.193280,-81.603345
0.017990,-83.138455,-81.575932
0.020989,-83.220693,-81.384043
0.023985,-83.248106,-82.727265
0.026986,-83.220693,-83.330344
0.029982,-83.220693,-84.454264
0.033979,-83.138455,-84.015661
0.036974,-83.165868,-85.276645
0.038977,-83.193280,-84.317201
0.041975,-83.220693,-85.139581
0.044970,-83.193280,-85.112169
0.047972,-83.248106,-84.618740
0.050969,-83.193280,-85.495946
0.053969,-83.193280,-84.289788
0.056966,-83.220693,-84.344613
0.059964,-83.220693,-84.591328
0.062962,-83.193280,-83.906010
0.065961,-83.220693,-84.920280
0.068955,-83.193280,-83.302931
0.071958,-83.193280,-83.741534
0.074955,-83.220693,-84.372026
0.077955,83.393579,-85.221819
0.080949,83.283928,-43.801255
0.083949,83.283928,-29.491837
0.086945,83.256515,-14.716404
0.089943,83.338754,6.117230
0.091943,83.366166,13.655716
0.094944,83.311341,23.551692
0.097941,83.311341,35.393969
0.100939,83.311341,37.998174
0.103939,83.311341,46.687994
0.106936,83.311341,49.867865
0.109933,83.283928,55.322988
0.112934,83.366166,60.312097
0.115928,83.311341,60.010557
0.118926,83.311341,66.808903
0.121926,83.338754,67.466807
0.124926,83.283928,67.631283
0.127925,83.338754,70.975631
0.130922,83.311341,68.179537
0.133920,83.311341,71.606123
0.136914,83.311341,71.578710
0.139923,83.311341,72.867107
0.142913,83.311341,76.238867
0.145911,83.366166,74.457042
0.148911,83.311341,77.582089
0.151905,83.338754,79.665453
0.154904,83.311341,78.952723
0.156905,83.283928,81.200564
0.159903,83.311341,81.968119
0.162900,83.283928,82.077770
0.165900,83.311341,83.366166
0.168897,83.283928,83.859595
0.171896,83.366166,82.927563
0.174894,83.366166,84.572325
0.177892,83.338754,82.817912
0.180894,83.256515,84.024071
0.183889,83.338754,84.572325
0.186885,83.311341,84.462674
0.189888,83.283928,85.010928
0.192889,83.311341,86.326737
0.195889,83.366166,85.038340
0.198877,83.256515,84.462674
0.201874,83.283928,85.559181
0.204875,83.338754,84.133722
0.207873,83.338754,82.900150
0.210869,83.338754,83.558055
0.212871,83.283928,82.516373
0.215869,83.338754,82.954976
0.218867,83.311341,83.338754
0.221864,83.311341,83.146865
0.224864,83.311341,83.612880
0.227864,83.311341,83.612880
0.230860,83.338754,83.201690
0.233857,83.283928,83.283928
0.236856,83.311341,83.311341
0.239854,83.338754,82.708262
0.242853,83.311341,82.077770
0.245848,83.366166,82.516373
0.248846,83.311341,82.242246
0.250849,83.338754,82.160008
